food_name_in_french,saturated_fats_in_g_for_100g,monounsaturated_fats_in_g_for_100g,polyunsaturated_fats_in_g_for_100g,butyric_acid_4_0_in_g_for_100g,caproic_acid_6_0_in_g_for_100g,caprylic_acid_8_0_in_g_for_100g,capric_acid_10_0_in_g_for_100g,lauric_acid_12_0_in_g_for_100g,myristic_acid_14_0_in_g_for_100g,palmitic_acid_16_0_in_g_for_100g,stearic_acid_18_0_in_g_for_100g,oleic_acid_18_1_n_9_in_g_for_100g,linoleic_acid_18_2_n_6_in_g_for_100g,alpha_linolenic_acid_18_3_n_3_in_g_for_100g,arachidonic_acid_20_4_n_6_in_g_for_100g,eicosapentaenoic_acid_20_5_n_3_in_g_for_100g,docosahexaenoic_acid_22_6_n_3_in_g_for_100g,cholesterol_in_mg_for_100g
"Lait gélifié aromatisé, nappé caramel, rayon frais",,,,,,,,,,,,,,,,,,
"Lait gélifié aromatisé, rayon frais",,,,,,,,,,,,,,,,,,
"Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",,,,,,,,,,,,,,,,,,
"Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",,,,,,,,,,,,,,,,,,
"Panna cotta, avec préparations de fruits ou caramel, rayon frais",,,,,,,,,,,,,,,,,,68.0
"Gâteau de semoule aux raisins et caramel, rayon frais",,,,,,,,,,,,,,,,,,56.0
"Gâteau de riz au caramel, rayon frais",,,,,,,,,,,,,,,,,,32.0
"Milk-shake, provenant de fast food",,,,,,,,,,,,,,,,0.0,0.0,17.0
"Crème dessert au chocolat, rayon frais",,,,,,,,,,,,,,,,,,
"Mousse au chocolat (base laitière), rayon frais",,,,,,,,,,,,,,,,,,
"Crème caramel, rayon frais",,,,,,,,,,,,,,,0.0,0.0,0.0,12.0
"Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais",,,,,,,,,,,,,,,,,,
"Riz au lait, rayon frais",,,,,,,,,,,,,,,,,,9.0
"Crème brûlée, rayon frais",,,,,,,,,,,,,,,,,,193.0
"Crème dessert à la vanille, appertisée",,,,,,,,,,,,,,,,,,12.0
"Ile flottante, rayon frais",,,,,,,,,,,,,,,,,,
"Semoule au lait, rayon frais",,,,,,,,,,,,,,,,,,
"Mousse aux fruits, rayon frais",,,,,,,,,,,,,,,,,,
"Crème dessert à la vanille, rayon frais",,,,,,,,,,,,,,,,,,
"Crème dessert, rayon frais (aliment moyen)",,,,,,,,,,,,,,,,,,35.0
"Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",,,,,,,,,,,,,,,,,,
"Crème dessert au café, rayon frais",,,,,,,,,,,,,,,,,,
"Crème dessert au caramel, rayon frais",,,,,,,,,,,,,,,,,,
"Crème dessert, appertisée (aliment moyen)",,,,,,,,,,,,,,,,,,
"Crème dessert au chocolat, appertisée",,,,,,,,,,,,,,,,,,3.0
"Crème dessert, rayon frais ou appertisée (aliment moyen)",,,,,,,,,,,,,,,,,,34.0
"Cheesecake ou Gâteau au fromage frais, préemballé",,,,,,,,,,,,,,,,,,86.0
"Tiramisu, préemballé",,,,,,,,,,,,,,,,,,
"Mousse à la crème de marrons, préemballée",,,,,,,,,,,,,,,,,,
"Profiteroles (crème pâtissière et sauce chocolat), préemballées",,,,,,,,,,,,,,,,,,
"Gâteau de semoule, appertisé",,,,,,,,,,,,,,,,,,25.0
"Mousse au chocolat traditionnelle, préemballée",,,,,,,,,,,,,,,,,,
"Clafoutis aux fruits, préemballé",,,,,,,,,,,,,,,,,,68.0
"Liégeois aux fruits, préemballé",,,,,,,,,,,,,,,,,,
"Gâteau de riz, appertisé",,,,,,,,,,,,,,,,,,
"Fondant au chocolat noir et crème anglaise, préemballé",,,,,,,,,,,,,,,,,,
"Gâteau au chocolat, coeur fondant, préemballé (rayon frais)",,,,,,,,,,,,,,,,,,
Pain perdu,,,,,,,,,,,,,,,,,,99.0
"Lait de poule, sans alcool",,,,,,,,,,,,,,,,0.0,0.0,59.0
Crème pâtissière,,,,,,,,,,,,,,,,,,123.0
"Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, préemballé",,,,,,,,,,,,,,,,,,0.0
"Dessert au soja, nature, non sucré, non enrichi, fermenté, préemballé",,,,,,,,,,,,,,,,,,0.0
"Dessert au soja, nature, non sucré, enrichi en calcium, fermenté, préemballé",,,,,,,,,,,,,,,,,,0.0
"Dessert au soja, aux fruits, sucré, non enrichi, fermenté, préemballé",,,,,,,,,,,,,,,,,,0.0
"Dessert au soja, aux amandes, fermenté, préemballé",,,,,,,,,,,,,,,,,,
"Dessert au soja, aromatisé, sucré, enrichi en calcium, préemballé",,,,,,,,,,,,,,,,,,0.0
"Dessert au soja, aromatisé, sucré, non enrichi, préemballé",,,,,,,,,,,,,,,,,,
"Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, préemballé",,,,,,,,,,,,,,,,,,
"Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, préemballé",,,,,,,,,,,,,,,,,,
"Mousse au chocolat végétale, préemballée",,,,,,,,,,,,,,,,,,
Fromage (aliment moyen),,,,,,,,,,,,,,,,,,
"Camembert, sans précision",,,,,,,,,,,,,,,,,,74.0
Fromage à pâte molle et croûte fleurie (type camembert),,,,,,,,,,,,,,,,,,
Camembert au lait cru,,,,,,,,,,,,,,,,,,
Fromage à pâte molle et croûte fleurie double crème environ 30% MG,,,,,,,,,,,,,,,,,,
Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,,,,,,,,,,,1.0,,,,,,,36.0
Coulommiers,,,,,,,,,,,,,,,,,,85.0
Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,,,,,,,,,,,,,,,,,,46.0
Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,,,,,,,,,,,,,,,,,,
"Brie, sans précision",,,,,,,,,,,,,,,0.0,,0.0,
Brie de Meaux,,,,,,,,,,,,,,,,,,
Brie de Melun,,,,,,,,,,,,,,,,,,
Carré de l'Est,19.0,,,,,,,,,,,,,,,,,
Chaource,,,,,,,,,,,,,,,,,,83.0
Maroilles laitier,,,,,,,,,,,,,,,,,,
Maroilles fermier,,,,,,,,,,,,,,,,,,
Neufchâtel,20.0,,,,,,,,,,,,,,,,,84.0
Fromage à pâte molle triple crème environ 40% MG,,,,,,,,,,,,,,,0.0,0.0,0.0,122.0
Fromage à pâte molle et croûte lavée (aliment moyen),,,,,,,,,,,,,,,,,,
"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",,,,,,,,,,,,,,,,,,43.0
"Maroilles, sans précision",,,,,,,,,,,,,,,,,,103.0
Livarot,,,,,,,,,,,,,,,,,,
Époisses,,,,,,,,,,,,,,,,,,
Munster,,,,,,,,,,,,,,,,0.0,0.0,96.0
Langres,,,,,,,,,,,,,,,,,,
Pont l'Évêque,,,,,,,,,,,,,,,,,,
Reblochon,,,,,,,,,,,,,,,,,,
"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",,,,,,,,,,,,,,,,,,
Saint-Marcellin,,,,,,,,,,,,,,,,,,
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,,,,,,,,,,,,,,,,,,68.0
Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),,,,,,,,,,,,,,,,,,
Saint-Félicien,18.0,,,,,,,,,,,,,,,,,
Boulette d'Avesne,,,,,,,,,,,,,,,,,,
"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",,,,,,,,,,,,,,,,,,107.0
"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",,,,,,,,,,,,,,,,,,
"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",18.0,,,,,,,,,7.0,,,,,,,,104.0
Sainte-Maure de Touraine (fromage de chèvre),,,,,,,,,,,,,,,,,,
Fromage de chèvre demi-sec,,,,,,,,,,,,,,,,0.0,0.0,79.0
Fromage de chèvre bûche,,,,,,,,,,,,,,,,,,
"Fromage de chèvre bûche, allégé en matière grasse",,,,,,,,,,,,,,,,,,50.0
"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",,,,,,,,,,,,,,,,,,78.0
Fromage de chèvre sec,,,,,,,,,,,,,,,,0.0,0.0,105.0
Fromage de chèvre à pâte molle et croûte fleurie type camembert,16.0,,,,,,,,,,,,,,,,,
Fromage de brebis à pâte molle et croûte fleurie,,,,,,,,,,,,,,,,,,67.0
Chabichou (fromage de chèvre),,,,,,,,,,,,,,,,,,
Pélardon (fromage de chèvre),,,,,,,,,,,,,,,,,,117.0
"Crottin de chèvre, au lait cru",,,,,,,,,,,,,,,,,,133.0
"Crottin de chèvre, sans précision",,,,,,,,,,,,,,,,,,111.0
Crottin de Chavignol (fromage de chèvre),,,,,,,,,,6.0,,,,,,,,
Picodon (fromage de chèvre),,,,,,,,,,,,,,,,,,137.0
Pouligny Saint-Pierre (fromage de chèvre),,,,,,,,,,,,,,,,,,
Sainte-Maure (fromage de chèvre),,,,,,,,,,,,,,,,,,122.0
Selles-sur-Cher (fromage de chèvre),18.0,,,,,,,,,,,,,,,,,
Chevrot (fromage de chèvre),,,,,,,,,,,,,,,,,,
Rocamadour (fromage de chèvre),,,,,,,,,,,,,,,,,,
Valençay (fromage de chèvre),18.0,5.0,,,,,,,,,,,,,,,,85.0
Roquefort,,,,,,,,,,,,,,,,,,
Fourme de Montbrison,,,,,,,,,,,,,,,,,,
Fromage bleu au lait de vache,,,,,,,,,,,,,,,,0.0,0.0,
Fromage bleu d'Auvergne,19.0,,,,,,,,,,,,,,,,,59.0
Fourme d'Ambert,18.0,,,,,,,,,,,,,,,,,97.0
Fromage bleu des Causses,19.0,,,,,,,,,,,,,,,,,103.0
Gorgonzola,,,,,,,,,,,,,,,,,,
Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),,,,,,,,,,,,,,,,,,
Fromage bleu de Bresse,,,,,,,,,,,,,,,,,,91.0
Fromage bleu de Bresse allegé environ 15% MG,,,,,,,,,,,,,,,,,,
Fromage à pâte pressée cuite (aliment moyen),,,,,,,,,,,,,,,,,,101.0
Beaufort,,,,,,,,,,,,,,,,,,
Comté,,,,,,,,,,,,,,,,,,115.0
Abondance,,,,,,,,,,,,,,,,,,106.0
Gruyère IGP France,,,,,,,,,,,,,,,,,,
Gruyère,,,,,,,,,,,,,,,,0.0,0.0,105.0
Emmental ou emmenthal,,,,,,,,,,,,,,,,,,96.0
"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",,,,,,,,,,,,,,,,,,67.0
Emmental ou emmenthal râpé,,,,,,,,,,8.0,,,,,,,,107.0
Ossau-Iraty,,,,,,,,,,,,,,,,,,
Parmesan,,,,,,,,,,,,,,,,,,
Fontina,,,,,,,,,,,,,,,,0.0,0.0,116.0
Pecorino,,,,,,,,,,,,,,,,,,104.0
Grana Padano,,,,,,,,,,,,,,,,,,
Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG,,,,,,,,,,,,,,,,0.0,0.0,
Provolone,,,,,,,,,,,,,,,,0.0,0.0,69.0
"Fromage à pâte ferme, enrobé de cire",,,,,,,,,,,,,,,,,,
Cantal entre-deux,,,,,,,,,,,,,,,,,,
"Cantal, Salers ou Laguiole",,,,,,,,,,,,,,,,,,
Salers,20.0,,,,,,,,,,,,,,,,,103.0
Cheddar,,,,,,,,,,,,,,,,,0.0,102.0
Edam,,,,1.0,,,,,,,,,,,0.0,0.0,0.0,89.0
Mimolette jeune,,,,,,,,,,,,,,,,,,
Gouda,,,,,,,,,,,,,,,,0.0,0.0,103.0
Mimolette demi-vieille,,,,,,,,,,,,,,,,,,
Mimolette vieille,19.0,,,,,,,1.0,,,,,,,,,,
"Mimolette, sans précision",,,,,,,,,,,,,,,,,,67.0
Fromage à pâte ferme environ 27% MG type Maasdam,,,,,,,,,,,,,,,,,,97.0
Mimolette extra-vieille,,,,,,,,,,,,,,,,,,
Morbier,,,,,,,,,,,,,,,,,,89.0
Fromage de brebis des Pyrénées,,,,,,,,,,,,,,,,,,95.0
"Saint-Nectaire, laitier",,,,,,,,,,,,,,,,,,
Raclette (fromage),,,,,,,,,,,,,,,,,,
"Saint-Nectaire, fermier",,,,,,,,,,,,,,,,,,
"Saint-Nectaire, sans précision",,,,,,,,,,,,,,,,,,93.0
Saint-Paulin (fromage à pâte pressée non cuite demi-ferme),,,,,,,,,,,,,,,,,,
Tomme ou tome de vache,,,,,,,,,,,,,,,,,,
Tomme ou tome de montagne ou de Savoie,,,,,,,,,,,,,,,,,,
"Tomme ou tome, allégée en matière grasse, environ 13% MG",,,,,,,,,,,,,,,,,,
Asiago,,,,,,,,,,,,,,,,,,90.0
Fromage de brebis Corse à pâte molle,,,,,,,,,,,,,,,,,,
Tome des Bauges,19.0,,,,,,,,,,,,,,,,,
Fromage de brebis à pâte pressée,,,,,,,,,,,,,,,,,,83.0
Fromage de lactosérum de brebis,,,,,,,,,,,,,,,,,,
Fromage fondu en tranchettes,,,,,,,,,,,,,,,,,,60.0
Fromage fondu en portions ou en cubes environ 8% MG,,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,
Fromage fondu en portions ou en cubes environ 20% MG,,,,,,,,,,,,,,,,,,81.0
"Fromage fondu double crème, environ 31% MG",,,,,,,,,,,,,,,,,,105.0
Cancoillotte (spécialité fromagère fondue),,,,,,,,,,,,,,,,,,26.0
Spécialité fromagère fondante au fromage blanc et aux noix,,,,,,,,,,,,,,,,,,
Snack pour enfants à base de fromage fondu et de gressins,,,,,,,,,,,,,,,,,,49.0
"Fromage type feta, au lait de vache",,,,,,,,,,,,,,,,0.0,0.0,81.0
Fromage 100% brebis (Feta AOP ou type Feta),,,,,,,,,,,,,,,,,,
"Fromage type feta, au lait de vache, à l'huile et aux aromates",,,,,,,,,,,,,,,,,,
Feta AOP,,,,,,,,,,,,,,,,,,
"Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",,,,,,,,,,,,,,,,,,85.0
"Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",,,,,,,,,,,,,,,,,,
"Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",,,,,,,,,,,,,,,,,,
"Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",,,,,,,,,,,,,,,,,,
"Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",,,,,,,,,,,,,,,,0.0,0.0,
"Fromage de chèvre à tartiner, nature",,,,,,,,,,,,,,,,,,
Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes),,,,,,,,,,,,,,,,,,
Mascarpone,,,,,,,,,,,,,,,,,,123.0
Ricotta,,,,,,,,,,,,,,,,0.0,0.0,51.0
Mozzarella au lait de vache,,,,,,,,,,,,,,,,,,79.0
"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")",15.0,,,,,,,,,,,,,,,,,
"Spécialité végétale type fromage à tartiner, au soja, préemballée",,,,,,,,,,,,,,,,,,
"Spécialité végétale type fromage, à la noix de cajou, préemballée",,,,,,,,,,,,,,,,,,
"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée",,,,,,,,,,,,,,,,,,
"Crème de lait ou spécialité à base de crème légère, teneur en matière grasse inconnue (aliment moyen)",,,,,,,,,,,,,,,,,,
"Crème de lait, 30% MG, épaisse, rayon frais",,7.0,,,,,,,,,,,,,,,,
"Crème d'Isigny AOP, >= 35% MG",,,,,,,,,,,,,,,,,,
"Crème de lait, 30% MG, semi-épaisse, UHT",,,,,,,,,,,,,,,,,,125.0
"Crème chantilly, sous pression, UHT",,,,,,,,,,,,,,,,,,76.0
"Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT",,,,,,,,,,,,,,,,,,44.0
"Crème de lait, 15 à 20% MG, légère, épaisse, rayon frais",,,,,,,,,,,,,,,,,,61.0
"Spécialité à base de crème légère 8% MG, fluide ou épaisse",,,,,,,,,,,,,,,,,,30.0
"Crème de lait, 15 à 20% MG, légère, fluide, rayon frais",,,,,,,,,,,,,,,,,,
"Eau de source, embouteillée (aliment moyen)",,,,,,,,,,,,,,,,,,
"Eau minérale, embouteillée, faiblement minéralisée (aliment moyen)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
Eau minérale (aliment moyen),0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale, plate (aliment moyen)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale, gazeuse (aliment moyen)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
Eau du robinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eau embouteillée de source,,,,,,,,,,,,,,,,,,
"Eau minérale Abatilles, embouteillée, non gazeuse, faiblement minéralisée (Arcachon, 33)",,,,,,,,,,,,,,,,,,
"Eau minérale Aix-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Aix-les-Bains, 73)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Aizac, embouteillée, gazeuse, faiblement minéralisée (Aizac, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",0.0,0.0,0.0,,,,,,,,,,,,,,,0.0
"Eau de source Cristaline, embouteillée, non gazeuse",,,,,,,,,,,,,,,,,,
"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",,,,,,,,,,,,,,,,,,
"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",,,,,,,,,,,,,,,,,,
"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",,,,,,,,,,,,,,,,,,
"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",,,,,,,,,,,,,,,,,,
"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",,,,,,,,,,,,,,,,,,
"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",,,,,,,,,,,,,,,,,,
"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",,,,,,,,,,,,,,,,,,
"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",,,,,,,,,,,,,,,,,,
"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",,,,,,,,,,,,,,,,,,
